Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
76,NW 16-7-16,W 6.9 to W 7.2,4162,Vegetation - Weeds,"Moderate density of foxtail barley, wild oats, Russian thistle, kochia and lamb's-quarters on construction right-of-way.",Moderate density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
76,NW 16-7-16,W 7.2 to W 7.35,4162,Soils - Compaction,Moderate to severe compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NW 16-7-16,W 7.35 to W 7.9,4162,Soils - Admixing,Moderate admixing observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NW 16-7-16,W 7.35 to W 7.9,4162,Soils - Erosion,Construction right-of-way does not appear to have been seeded.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NW 16-7-16,W 7.35 to W 7.9,4162,Vegetation - Weeds,"Moderate density of foxtail barley, wild oats, Russian thistle, Kochia and lamb's-quarters on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NE 16-7-16,W 7.9 to 1082.3,4163,Vegetation - Weeds,"Moderate density of redroot pigweed, downy brome, stinkweed, false ragweed, lamb’s-quarters, kochia, Russian thistle, creeping thistle and spear-leaved goosefoot on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NE 16-7-16,W 7.9 to 1082.3,4163,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,NE 16-7-16,1081.9,4163,UVegetation – Establishment nnamed drainage,--,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Reseed and monitor in 2012.,,WPM,
76,NE 16-7-16,1082.3,4163,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
76,NW 15-7-16,1082.3 to 1083.1,4164,Vegetation - Establishment,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,SE 15-7-16,1083.5 to 1084.0,4166,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,SW 14-7-16,1084.0 to 1084.8,4167,Vegetation - Weeds,"High density of false ragweed, green foxtail, kochia, creeping thistle, redroot pigweed and prostrate pigweed observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,SE 14-7-16,1084.8 to 1085.7,4168,Vegetation - Weeds,"High density of false ragweed, green foxtail, downy brome, Russian thistle, kochia, redroot pigweed and creeping thistle on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
76,SE 14-7-16,1084.8 to 1085.7,4168,Soils - Compaction,--,Landowner expressed concern about compaction in April 2011 and requested paratilling. Moderate compaction observed on right-of--way during ground reconnaissance.,--,Unresolved,"Alleviate compaction, if warranted, and monitor in 2012.",,WPM,
76,SE 14-7-16,1084.8 to 1085.7,4168,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,SE 13-7-16,1086.5 to 1087.4,4169.01 4169.02,OVegetation – Establishment  ak Creek,--,Poor vegetation establishment on west bank and moderate vegetation establishment on approach slopes observed on construction right-of-way during ground reconnaissance.,"Banks restored, protected and reseeded in fall 2011.",Unresolved,Monitor in 2012.,,WPM,
77,SE 13-7-16,1086.5 to 1087.4,4169.01 4169.02,OVegetation - Weeds ak Creek,"High weeds density false ragweed, lamb’s-quarters, Russian thistle, stinkweed, creeping thistle, Canada fleabane and field dock on south east bank of construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,SW 18-7-15,1088.1,4170.01,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,WPM,
77,NE 7-7-15,1088.7 to 1089.1,4172,Vegetation - Weeds,"High density of green foxtail, spear-leaved goosefoot, lamb’s-quarters, false ragweed and creeping thistle observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NE 7-7-15,1088.7 to 1089.1,4172,Soils - Drainage,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Drainage repaired in 2010.,Resolved,None.,,WPM,
77,NW 8-7-15,1089.1 to 1089.8,4173,Vegetation - Weeds Land and Resource Use - organic farm,"Moderate density of redroot pigweed, wild oats, green foxtail and downy brome on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 8-7-15,1089.15,4173,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,NE 8-7-15,1089.9 to 1090.7,4173.01,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,NW 9-7-15,1090.7 to 1091.5,4174,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 9-7-15,1090.7 to 1091.5,4174,Vegetation - Weeds,"Moderate density of redroot pigweed, green foxtail and prostrate pigweed observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 9-7-15,1090.7 to 1091.5,4174,Soils - Compaction,--,Landowner expressed concern about compaction in April 2011 requesting paratilling due to compaction. No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 9-7-15,1090.7 to 1091.5,4174,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 10-7-15,1092.4 to 1093.2,4176,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,NW 10-7-15,1092.4 to 1093.2,4176,Land and Resource Use - organic farm Vegetation - Weeds,"High density of green foxtail, kochia, prostrate pigweed, redroot pigweed and wild oats on construction right-of-way.",Moderate density of creeping thistle and green foxtail observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow non-chemical weed control plan and monitor in 2012.,,WPM,
77,NW 10-7-15,1092.4 to 1093.2,4176,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,NE 10-7-15,1093.95,4177,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,SE 10-7-15,1094,4178,Vegetation - Weeds,"Moderate density of false ragweed, redroot pigweed, green foxtail, lamb’s-quarters and wild buckwheat observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,SW 11-7-15,1094.0 to 1094.2,4180,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,SE 11-7-15,1095.5,4181,Vegetation - Weeds Land and Resource Use - Certified Seed Land,"Moderate density of green foxtail, prostrate pigweed, redroot pigweed, volunteer canola, creeping thistle and wild oats on construction right-of-way.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,SW 12-7-15,1095.7 to 1096.5,4182,Soils - Compaction,Moderate compaction and reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77,SE 12-7-15,1096.5 to 1097.3,4183,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,SW 7-7-14,1097.7,4184,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77,SE 7-7-14,1098.2 to 1099.0,4185,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
78,NW 5-7-14,1099.1 to 1099.9,4187,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77 to 78,NE 5-7-14,1099.9 to 1100.75,4188,Soils - Compaction,--,Landowner expressed concern about compaction in April 2011 and requested paratilling. No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
77 to 78,NE 5-7-14,1099.9 to 1100.75,4188,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
77 to 78,NE 5-7-14,1100.3 to 1100.8,4188,Soils - Admixing,Reduced crop growth on construction right-of-way. Moderate admixing on construction right-of-way.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,NE 4-7-14,1102.2,4190,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
78,NW 3-7-14,1102.4 to GB 0.0,4191,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
78,SW 2-7-14,GB 1.5 to GB 2.3,4193.03 4194,Vegetation - Weeds,"High density of kochia, false ragweed, field dock, creeping thistle and foxtail barley observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,SW 1-7-14,1105.8 to 1106.5,4197,Vegetation - Weeds,"High density of wild oats, green foxtail, green smartweed, lamb’s-quarters, perennial sow-thistle, redroot pigweed, kochia and white cockle observed on construction right-of-way during ground reconnaissance.","Moderate density of field dock, spear-leaved goosefoot, foxtail barley and creeping thistle were observed on the construction right-of-way during ground reconnaissance",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
78 (cont’d),SW 1-7-14 (cont’d),1105.8 to 1106.6,4197,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
78,NW 36-6-14,1106.87 to 1107.18,4198,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (60%),Health: Unhealthy (31%).  Undesirable species dominant on construction right-of-way. Bare ground on construction right-of-way. Landowner has cultivated portion of construction right-of-way.,Health: Healthy with Problems (70%),--,Resolved,None.,,WPM,
78,NE 36-6-14,1107.4 to 1108.4,4199,Land and Resource Use - organic farm Vegetation - Weeds,"Moderate density of spear-leaved goosefoot, dandelion, creeping thistle, common plantain and foxtail barley on construction right-of-way.","Moderate density of spear-leaved goosefoot, creeping thistle, narrow-leaved hawk's-beard and foxtail barley observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow non-chemical weed control plan and monitor in 2012.,,WPM,
78,NW 31-6-13,1108.4 to 1108.9,4199.01 4200,Vegetation - Crop Growth,Reduced crop growth observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,NW 31-6-13,1108.4 to 1108.9,4199.01 4200,Soils - Compaction,Moderate compaction observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,NW 31-6-13,1108.4 to 1108.9,4199.01 4200,Soils - Admixing,Moderate admixing observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,NW 31-6-13,1108.4 to 1108.9,4199.01 4200,Vegetation - Weeds,"Moderate density of spear-leaved goosefoot, foxtail barley, false ragweed, stinkweed, common peppergrass, green foxtail, wild buckwheat and creeping thistle observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,SW 31-6-13,1108.9 to 1109.3,4200.01,Vegetation - Weeds,"High density of spear-leaved goosefoot, lamb’s-quarters, false ragweed, green foxtail and perennial sow-thistle observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,SE 31-6-13,1109.4 to 1110.0,4201,Vegetation - Weeds,"Moderate density of perennial sow-thistle, dandelion, spear-leaved goosefoot, field dock, common knotweed and foxtail barley observed on construction right-of-way during ground reconnaissance.",No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
78,SE 31-6-13,1109.4 to 1110.0,4201,Vegetation - Establishment,Poor vegetation establishment observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
